"Date","DissolvedOxygenppm","DissolvedOxygenppm_Qual","WaterTemperature","WaterTemperature_Qual"
"20:00:00 08/07/2006",9.9,2,10.2,2
"20:00:00 08/07/2007",11.194,2,NA,NA
"20:00:00 08/07/2008",9.368,2,9.9,2
"20:00:00 08/07/2009",10.856,2,9.6,2
"20:00:00 08/07/2010",10.988,15,9.4,2
"20:00:00 08/07/2011",11.021,2,8.8,2
"20:00:00 08/07/2012",11.679,15,8.7,2
"20:00:00 08/07/2013",8.149,15,9.7,2
"20:00:00 08/08/2006",8.58,2,10.3,2
"20:00:00 08/08/2007",NA,NA,9.3,2
"20:00:00 08/08/2008",10.818,2,11,2
"20:00:00 08/08/2009",10.246,2,10.9,2
"20:00:00 08/08/2010",11.369,15,10,2
"20:00:00 08/08/2011",10.795,2,9.6,2
"20:00:00 08/08/2013",10.814,2,10.1,2
"20:00:00 08/09/2006",9.876,2,13.1,2
"20:00:00 08/09/2007",9.333,2,12.2,2
"20:00:00 08/09/2008",9.333,2,12.9,2
"20:00:00 08/09/2009",8.295,2,13.3,2
"20:00:00 08/09/2010",10.502,15,10.4,2
"20:00:00 08/09/2011",8.707,2,12.7,2
"20:00:00 08/09/2013",10.031,2,13.7,2
"20:00:00 08/10/2006",10.08,2,16.1,2
"20:00:00 08/10/2007",7.966,2,16.1,2
"20:00:00 08/10/2008",6.994,2,15.1,2
"20:00:00 08/10/2009",8.966,2,13.6,2
"20:00:00 08/10/2010",8.23,2,16,2
"20:00:00 08/10/2011",9.531,2,15.6,2
"20:00:00 08/10/2012",10.312,2,14.1,2
"20:00:00 08/10/2013",9.504,2,15.7,2
"20:00:00 08/11/2005",6.675,100,NA,170
"20:00:00 08/11/2006",7.473,2,17.1,2
"20:00:00 08/11/2007",NA,NA,16.1,2
"20:00:00 08/11/2008",6.303,2,17.6,2
"20:00:00 08/11/2009",6.045,2,21.9,2
"20:00:00 08/11/2011",7.618,15,20.6,2
"20:00:00 08/11/2012",7.8,2,20.4,2
"20:00:00 08/11/2013",8.947,2,19.7,2
"20:00:00 08/12/2005",NA,NA,NA,170
"20:00:00 08/12/2006",6.336,2,22.3,2
"20:00:00 08/12/2007",5.603,2,22.2,2
"20:00:00 08/12/2008",6.913,2,20.8,2
"20:00:00 08/12/2009",7.768,2,20,2
"20:00:00 08/12/2010",7.318,2,21.2,2
"20:00:00 08/12/2011",9.593,50,22,2
"20:00:00 08/12/2013",9.561,2,20.1,2
"20:00:00 09/01/2006",NA,NA,NA,170
"20:00:00 09/01/2007",6.391,2,22.8,2
"20:00:00 09/01/2010",6.926,2,25.2,2
"20:00:00 09/01/2011",6.396,100,24.1,2
"20:00:00 09/01/2012",NA,161,22.2,2
"20:00:00 09/01/2014",8.713,15,22.1,2
"20:00:00 09/02/2007",6.882,2,22.9,2
"20:00:00 09/02/2008",5.413,2,NA,NA
"20:00:00 09/02/2010",5.127,2,24.3,2
"20:00:00 09/02/2011",3.765,100,22.3,2
"20:00:00 09/02/2012",NA,161,22.7,2
"20:00:00 09/02/2013",NA,180,23.7,2
"20:00:00 09/02/2014",8.334,2,24.7,2
"20:00:00 09/03/2007",5.602,2,20.5,2
"20:00:00 09/03/2008",5.327,2,20.8,2
"20:00:00 09/03/2009",7.752,2,19.2,2
"20:00:00 09/03/2010",5.472,2,22.2,2
"20:00:00 09/03/2011",5.468,100,21.2,2
"20:00:00 09/03/2012",7.733,2,20.1,2
"20:00:00 09/04/2006",8.853,2,14.4,2
"20:00:00 09/04/2007",6.138,2,16.9,2
"20:00:00 09/04/2008",7.678,2,17.4,2
"20:00:00 09/04/2009",7.272,2,17.5,2
"20:00:00 09/04/2010",6.615,2,18.7,2
"20:00:00 09/04/2011",8.439,2,19,2
"20:00:00 09/04/2013",8.1,100,19.1,2
"20:00:00 09/05/2006",9.197,2,NA,NA
"20:00:00 09/05/2007",6.264,2,15.4,2
"20:00:00 09/05/2008",7.362,2,14.3,2
"20:00:00 09/05/2009",8.725,2,13.9,2
"20:00:00 09/05/2010",8.008,2,14.1,2
"20:00:00 09/05/2011",9.387,2,14.9,2
"20:00:00 09/05/2012",8.006,2,14.7,2
"20:00:00 09/05/2013",10.333,15,12,2
"20:00:00 09/06/2006",10.307,2,9.6,2
"20:00:00 09/06/2007",NA,NA,10.3,2
"20:00:00 09/06/2008",9.733,2,12.3,2
"20:00:00 09/06/2009",6.907,2,11.6,2
"20:00:00 09/06/2010",9.551,2,10.6,2
"20:00:00 09/06/2011",10.384,2,10.2,2
"20:00:00 09/06/2012",9.453,15,10.8,2
"20:00:00 09/06/2013",10.565,15,9.8,2
"20:00:00 09/07/2006",10,2,10.1,2
"20:00:00 09/07/2007",11.206,2,8.8,2
"20:00:00 09/07/2008",NA,NA,9.6,2
"20:00:00 09/07/2009",11.107,2,9,2
"20:00:00 09/07/2010",10.995,15,9.4,2
"20:00:00 09/07/2011",10.889,2,8.9,2
"20:00:00 09/07/2012",11.714,15,8.6,2
"20:00:00 09/07/2013",8.658,15,9,2
"20:00:00 09/08/2006",8.32,2,10.9,2
"20:00:00 09/08/2007",NA,NA,9.6,2
"20:00:00 09/08/2008",10.792,2,11.1,2
"20:00:00 09/08/2009",10.397,2,10.9,2
"20:00:00 09/08/2010",11.507,15,9.8,2
"20:00:00 09/08/2011",10.867,2,9.4,2
"20:00:00 09/08/2013",10.933,2,9.8,2
"20:00:00 09/09/2006",9.842,2,13.2,2
"20:00:00 09/09/2007",8.742,2,12.8,2
"20:00:00 09/09/2008",8.839,2,12.3,2
"20:00:00 09/09/2009",9.008,2,13,2
"20:00:00 09/09/2010",10.488,15,10.3,2
"20:00:00 09/09/2011",8.788,2,12.5,2
"20:00:00 09/09/2013",9.661,2,14.1,2
"20:00:00 09/10/2006",10.369,2,14.9,2
"20:00:00 09/10/2007",8.115,2,15.9,2
"20:00:00 09/10/2008",6.179,2,15.3,2
"20:00:00 09/10/2009",8.934,2,13.7,2
"20:00:00 09/10/2010",8.293,2,16.5,2
"20:00:00 09/10/2011",9.534,2,15.1,2
"20:00:00 09/10/2012",10.051,2,14.7,2
"20:00:00 09/10/2013",8.918,2,17.3,2
"20:00:00 09/11/2005",6.517,100,NA,170
"20:00:00 09/11/2006",7.781,2,18.7,2
"20:00:00 09/11/2007",10.656,2,16.2,2
"20:00:00 09/11/2008",5.985,2,19.1,2
"20:00:00 09/11/2009",5.816,2,22.5,2
"20:00:00 09/11/2011",8.147,15,17.8,2
"20:00:00 09/11/2012",8,2,19.7,2
"20:00:00 09/11/2013",8.691,2,18.7,2
"20:00:00 09/12/2005",NA,180,NA,170
"20:00:00 09/12/2006",5.906,2,22.8,2
"20:00:00 09/12/2007",5.402,2,20.9,2
"20:00:00 09/12/2008",6.187,2,19.7,2
"20:00:00 09/12/2009",8.35,2,21.4,2
"20:00:00 09/12/2010",7.265,2,21.2,2
"20:00:00 09/12/2011",9.664,50,23.3,2
"20:00:00 09/12/2013",9.309,2,19.4,2
"20:00:00 10/01/2006",NA,NA,NA,170
"20:00:00 10/01/2007",6.161,2,22,2
"20:00:00 10/01/2009",9.522,2,NA,NA
"20:00:00 10/01/2010",6.36,2,24.5,2
"20:00:00 10/01/2011",6.652,100,23.8,2
"20:00:00 10/01/2012",NA,161,21.7,2
"20:00:00 10/01/2014",8.665,15,23.4,2
"20:00:00 10/02/2006",NA,NA,NA,170
"20:00:00 10/02/2007",5.602,2,21.9,2
"20:00:00 10/02/2008",5.073,2,22.4,2
"20:00:00 10/02/2010",4.716,2,25,2
"20:00:00 10/02/2011",3.247,100,23.4,2
"20:00:00 10/02/2012",NA,161,21.7,2
"20:00:00 10/02/2013",NA,180,22.7,2
"20:00:00 10/02/2014",8.086,2,24,2
"20:00:00 10/03/2006",7.215,2,22,2
"20:00:00 10/03/2007",6.019,2,20.4,2
"20:00:00 10/03/2008",5.406,2,21.8,2
"20:00:00 10/03/2009",7.878,2,20.5,2
"20:00:00 10/03/2010",5.596,2,20.9,2
"20:00:00 10/03/2011",7.165,100,20.4,2
"20:00:00 10/03/2012",7.731,2,19.6,2
"20:00:00 10/04/2006",8.711,2,14.3,2
"20:00:00 10/04/2007",6.873,2,17.4,2
"20:00:00 10/04/2008",NA,NA,18.3,2
"20:00:00 10/04/2009",7.031,2,17.6,2
"20:00:00 10/04/2010",6.532,2,18.8,2
"20:00:00 10/04/2011",8.365,2,19,2
"20:00:00 10/04/2013",7.799,100,19.3,2
"20:00:00 10/05/2006",NA,NA,13,2
"20:00:00 10/05/2007",6.724,2,NA,NA
"20:00:00 10/05/2008",6.627,2,14.8,2
"20:00:00 10/05/2009",8.883,2,13.6,2
"20:00:00 10/05/2010",7.946,2,14.4,2
"20:00:00 10/05/2011",9.459,2,14.5,2
"20:00:00 10/05/2012",8.174,2,14.2,2
"20:00:00 10/05/2013",10.496,15,12.4,2
"20:00:00 10/06/2006",10.417,2,NA,NA
"20:00:00 10/06/2007",8.992,2,9.3,2
"20:00:00 10/06/2008",9.765,2,12.6,2
"20:00:00 10/06/2009",7.384,2,10.5,2
"20:00:00 10/06/2010",9.716,2,10.1,2
"20:00:00 10/06/2011",10.411,2,10.5,2
"20:00:00 10/06/2012",9.788,15,10.5,2
"20:00:00 10/06/2013",10.772,15,9.1,2
"20:00:00 10/07/2006",9.8,2,10,2
"20:00:00 10/07/2007",NA,NA,8.9,2
"20:00:00 10/07/2008",9.468,2,9.1,2
"20:00:00 10/07/2009",11.258,2,8.8,2
"20:00:00 10/07/2010",11.002,15,8.9,2
"20:00:00 10/07/2011",10.957,2,8.6,2
"20:00:00 10/07/2012",11.65,15,8.7,2
"20:00:00 10/07/2013",8.768,15,8.5,2
"20:00:00 10/08/2006",8.76,2,10.7,2
"20:00:00 10/08/2007",10.351,2,9.8,2
"20:00:00 10/08/2008",NA,NA,10.7,2
"20:00:00 10/08/2009",10.449,2,11.3,2
"20:00:00 10/08/2010",11.445,15,9.2,2
"20:00:00 10/08/2011",10.839,2,9.6,2
"20:00:00 10/08/2013",10.952,2,10.1,2
"20:00:00 10/09/2006",9.909,2,13.8,2
"20:00:00 10/09/2007",8.951,2,13.1,2
"20:00:00 10/09/2008",8.345,2,13.3,2
"20:00:00 10/09/2009",9.022,2,13,2
"20:00:00 10/09/2010",10.074,15,10.8,2
"20:00:00 10/09/2011",8.768,2,13,2
"20:00:00 10/09/2013",9.091,2,14.6,2
"20:00:00 10/10/2006",9.857,2,15.9,2
"20:00:00 10/10/2007",7.964,2,16.5,2
"20:00:00 10/10/2008",6.665,2,15.5,2
"20:00:00 10/10/2009",8.901,2,13.4,2
"20:00:00 10/10/2010",8.057,2,17.2,2
"20:00:00 10/10/2011",9.637,2,14.5,2
"20:00:00 10/10/2012",9.991,2,14.8,2
"20:00:00 10/10/2013",8.332,2,15.6,2
"20:00:00 10/11/2005",6.56,100,NA,170
"20:00:00 10/11/2006",7.49,2,19.7,2
"20:00:00 10/11/2007",10.25,2,17,2
"20:00:00 10/11/2008",6.966,2,19.5,2
"20:00:00 10/11/2009",6.687,2,22.4,2
"20:00:00 10/11/2011",7.675,15,19.2,2
"20:00:00 10/11/2012",8.3,2,19.3,2
"20:00:00 10/11/2013",8.834,2,18.6,2
"20:00:00 10/12/2005",NA,NA,NA,170
"20:00:00 10/12/2006",4.877,2,22.6,2
"20:00:00 10/12/2007",5.802,2,21.2,2
"20:00:00 10/12/2008",6.86,2,19.9,2
"20:00:00 10/12/2009",7.531,2,20.5,2
"20:00:00 10/12/2010",7.411,2,20.9,2
"20:00:00 10/12/2011",9.835,50,23,2
"20:00:00 10/12/2013",9.698,2,19.7,2
"20:00:00 11/01/2006",NA,180,NA,NA
"20:00:00 11/01/2007",5.732,2,21.8,2
"20:00:00 11/01/2010",5.995,2,25.7,2
"20:00:00 11/01/2011",7.708,100,23.9,2
"20:00:00 11/01/2012",NA,161,20.3,2
"20:00:00 11/01/2013",NA,180,25.1,2
"20:00:00 11/01/2014",8.018,15,23.9,2
"20:00:00 11/02/2006",NA,NA,NA,170
"20:00:00 11/02/2007",5.921,2,21.3,2
"20:00:00 11/02/2008",5.834,2,22.4,2
"20:00:00 11/02/2010",4.404,2,24.9,2
"20:00:00 11/02/2011",3.629,100,22.8,2
"20:00:00 11/02/2012",NA,161,21.5,2
"20:00:00 11/02/2013",NA,180,21.6,2
"20:00:00 11/02/2014",8.438,2,24.5,2
"20:00:00 11/03/2006",7.561,2,22,2
"20:00:00 11/03/2007",5.935,2,20.5,2
"20:00:00 11/03/2008",4.886,2,21.3,2
"20:00:00 11/03/2009",7.303,2,21.3,2
"20:00:00 11/03/2010",4.921,2,21,2
"20:00:00 11/03/2011",6.061,100,21,2
"20:00:00 11/03/2012",8.028,2,19.2,2
"20:00:00 11/04/2006",8.276,2,15.2,2
"20:00:00 11/04/2007",6.108,2,17.3,2
"20:00:00 11/04/2008",8.233,2,17.8,2
"20:00:00 11/04/2009",6.789,2,18.1,2
"20:00:00 11/04/2010",6.851,2,17.4,2
"20:00:00 11/04/2011",8.69,2,18.1,2
"20:00:00 11/04/2013",7.798,100,18,2
"20:00:00 11/05/2006",9.584,2,12.1,2
"20:00:00 11/05/2007",7.183,2,14.1,2
"20:00:00 11/05/2008",7.792,2,NA,NA
"20:00:00 11/05/2009",7.696,2,13,2
"20:00:00 11/05/2010",8.383,2,13.5,2
"20:00:00 11/05/2011",9.531,2,13.7,2
"20:00:00 11/05/2012",8.143,2,13.4,2
"20:00:00 11/05/2013",10.259,15,13.1,2
"20:00:00 11/06/2006",10.328,2,9,2
"20:00:00 11/06/2007",8.703,2,9.4,2
"20:00:00 11/06/2008",9.695,2,13,2
"20:00:00 11/06/2009",8.46,2,10,2
"20:00:00 11/06/2010",9.682,2,10.5,2
"20:00:00 11/06/2011",10.538,2,10.2,2
"20:00:00 11/06/2012",9.824,15,10.1,2
"20:00:00 11/06/2013",10.78,15,9.3,2
"20:00:00 11/07/2006",9.7,2,10.3,2
"20:00:00 11/07/2007",NA,NA,8.4,2
"20:00:00 11/07/2008",9.718,2,9.2,2
"20:00:00 11/07/2009",10.81,2,9.5,2
"20:00:00 11/07/2010",10.908,15,9.6,2
"20:00:00 11/07/2011",11.026,2,8.6,2
"20:00:00 11/07/2012",11.485,15,9.2,2
"20:00:00 11/07/2013",9.178,15,8.1,2
"20:00:00 11/08/2006",8.599,2,11,2
"20:00:00 11/08/2007",10.362,2,9.8,2
"20:00:00 11/08/2008",11.238,2,10.7,2
"20:00:00 11/08/2009",10.1,2,11.4,2
"20:00:00 11/08/2010",11.283,15,9.2,2
"20:00:00 11/08/2011",10.911,2,9.9,2
"20:00:00 11/08/2013",10.971,2,10,2
"20:00:00 11/09/2006",10.175,2,13.6,2
"20:00:00 11/09/2007",8.86,2,13.2,2
"20:00:00 11/09/2008",7.351,2,13.9,2
"20:00:00 11/09/2009",9.036,2,13.3,2
"20:00:00 11/09/2010",10.061,15,11.2,2
"20:00:00 11/09/2011",8.949,2,12.7,2
"20:00:00 11/09/2013",9.02,2,13.7,2
"20:00:00 11/10/2006",9.046,2,17.2,2
"20:00:00 11/10/2007",8.014,2,17.3,2
"20:00:00 11/10/2008",5.551,2,16.9,2
"20:00:00 11/10/2009",8.569,2,13.9,2
"20:00:00 11/10/2010",7.92,2,17.7,2
"20:00:00 11/10/2011",9.74,2,14.5,2
"20:00:00 11/10/2012",10.13,2,14.2,2
"20:00:00 11/10/2013",8.746,2,16.9,2
"20:00:00 11/11/2005",7.502,100,NA,170
"20:00:00 11/11/2006",7.199,2,20.5,2
"20:00:00 11/11/2007",9.744,2,18.4,2
"20:00:00 11/11/2008",6.848,2,20.4,2
"20:00:00 11/11/2009",5.859,2,23.3,2
"20:00:00 11/11/2011",7.303,15,20.5,2
"20:00:00 11/11/2012",8.4,2,20.3,2
"20:00:00 11/11/2013",9.377,2,17.6,2
"20:00:00 11/12/2005",NA,NA,NA,170
"20:00:00 11/12/2006",5.247,2,21.7,2
"20:00:00 11/12/2007",5.401,2,21.5,2
"20:00:00 11/12/2008",6.734,2,20.2,2
"20:00:00 11/12/2009",8.012,2,20.8,2
"20:00:00 11/12/2010",7.358,2,20.8,2
"20:00:00 11/12/2011",9.906,50,22.4,2
"20:00:00 11/12/2013",9.788,2,19.3,2
"20:00:00 12/01/2007",6.302,2,22.2,2
"20:00:00 12/01/2010",6.929,2,25.5,2
"20:00:00 12/01/2011",6.664,100,23.5,2
"20:00:00 12/01/2012",NA,161,20.7,2
"20:00:00 12/01/2013",NA,180,22.7,2
"20:00:00 12/01/2014",7.37,15,24.4,2
"20:00:00 12/02/2006",NA,NA,NA,170
"20:00:00 12/02/2007",6.44,2,22.5,2
"20:00:00 12/02/2008",5.594,2,NA,NA
"20:00:00 12/02/2010",4.392,2,24.6,2
"20:00:00 12/02/2011",2.61,100,21.5,2
"20:00:00 12/02/2012",NA,161,20.8,2
"20:00:00 12/02/2013",NA,180,21.9,2
"20:00:00 12/02/2014",7.99,2,23.9,2
"20:00:00 12/03/2006",7.053,2,22.6,2
"20:00:00 12/03/2007",NA,NA,19.7,2
"20:00:00 12/03/2008",5.166,2,21.1,2
"20:00:00 12/03/2009",6.728,2,20,2
"20:00:00 12/03/2010",5.045,2,21.2,2
"20:00:00 12/03/2011",5.458,100,22.7,2
"20:00:00 12/03/2012",8.126,2,19.2,2
"20:00:00 12/04/2006",8.24,2,15.6,2
"20:00:00 12/04/2007",5.843,2,17.2,2
"20:00:00 12/04/2008",7.061,2,18.3,2
"20:00:00 12/04/2009",6.948,2,17.9,2
"20:00:00 12/04/2010",7.269,2,16.9,2
"20:00:00 12/04/2011",8.116,2,17.5,2
"20:00:00 12/04/2013",8.197,100,19.1,2
"20:00:00 12/05/2006",9.728,2,12.8,2
"20:00:00 12/05/2007",7.243,2,13.8,2
"20:00:00 12/05/2008",7.656,2,NA,NA
"20:00:00 12/05/2009",7.372,2,13.1,2
"20:00:00 12/05/2010",9.021,2,13.3,2
"20:00:00 12/05/2011",9.404,2,13.7,2
"20:00:00 12/05/2012",8.011,2,13.2,2
"20:00:00 12/05/2013",10.222,15,12.7,2
"20:00:00 12/06/2006",10.438,2,9.1,2
"20:00:00 12/06/2007",NA,NA,8.8,2
"20:00:00 12/06/2008",9.727,2,12.9,2
"20:00:00 12/06/2009",8.736,2,9.9,2
"20:00:00 12/06/2010",9.747,2,10.2,2
"20:00:00 12/06/2011",10.564,2,10.3,2
"20:00:00 12/06/2012",9.959,15,10,2
"20:00:00 12/06/2013",10.388,15,9.4,2
"20:00:00 12/07/2006",10,2,9.4,2
"20:00:00 12/07/2007",11.238,2,NA,NA
"20:00:00 12/07/2008",9.969,2,8.7,2
"20:00:00 12/07/2009",10.561,2,10.2,2
"20:00:00 12/07/2010",10.815,15,9.5,2
"20:00:00 12/07/2011",10.994,2,8.9,2
"20:00:00 12/07/2012",11.32,15,9.3,2
"20:00:00 12/07/2013",9.389,15,7.9,2
"20:00:00 12/08/2006",8.339,2,11.6,2
"20:00:00 12/08/2007",10.773,2,9.6,2
"20:00:00 12/08/2008",11.112,2,10.6,2
"20:00:00 12/08/2009",9.551,2,11.1,2
"20:00:00 12/08/2010",11.122,15,10.3,2
"20:00:00 12/08/2011",10.583,2,10,2
"20:00:00 12/08/2013",10.79,2,10,2
"20:00:00 12/09/2006",10.141,2,13.8,2
"20:00:00 12/09/2007",8.869,2,13.6,2
"20:00:00 12/09/2008",7.557,2,14.8,2
"20:00:00 12/09/2009",8.349,2,14.6,2
"20:00:00 12/09/2010",10.147,15,11.2,2
"20:00:00 12/09/2011",9.03,2,12.7,2
"20:00:00 12/09/2013",8.85,2,13.2,2
"20:00:00 12/10/2006",9.234,2,18,2
"20:00:00 12/10/2007",7.963,2,16.2,2
"20:00:00 12/10/2008",5.137,2,17.6,2
"20:00:00 12/10/2009",8.537,2,13.3,2
"20:00:00 12/10/2010",7.683,2,17.7,2
"20:00:00 12/10/2011",9.643,2,15,2
"20:00:00 12/10/2012",10.37,2,13.8,2
"20:00:00 12/10/2013",8.461,2,18.2,2
"20:00:00 12/11/2005",7.545,100,NA,170
"20:00:00 12/11/2006",6.507,2,20.3,2
"20:00:00 12/11/2007",9.937,2,18.1,2
"20:00:00 12/11/2008",5.129,2,21.9,2
"20:00:00 12/11/2009",5.83,2,22.9,2
"20:00:00 12/11/2011",6.832,15,21.4,2
"20:00:00 12/11/2012",8.6,2,19.5,2
"20:00:00 12/11/2013",9.32,2,17.2,2
"20:00:00 12/12/2005",NA,NA,NA,170
"20:00:00 12/12/2006",5.418,2,20.6,2
"20:00:00 12/12/2007",5.201,2,20.7,2
"20:00:00 12/12/2008",5.708,2,20.6,2
"20:00:00 12/12/2009",7.194,2,21.2,2
"20:00:00 12/12/2010",6.905,2,20.7,2
"20:00:00 12/12/2011",9.977,50,21.5,2
"20:00:00 12/12/2013",9.277,2,21,2
"20:00:00 13/01/2007",6.773,2,23.1,2
"20:00:00 13/01/2010",6.163,2,23.5,2
"20:00:00 13/01/2011",8.22,100,24.1,2
"20:00:00 13/01/2012",NA,161,20.7,2
"20:00:00 13/01/2013",NA,180,20.9,2
"20:00:00 13/01/2014",7.423,15,25.5,2
"20:00:00 13/02/2006",NA,NA,NA,170
"20:00:00 13/02/2007",6.259,2,23.2,2
"20:00:00 13/02/2008",4.554,2,21.5,2
"20:00:00 13/02/2010",4.38,2,24.4,2
"20:00:00 13/02/2011",3.292,100,22.1,2
"20:00:00 13/02/2012",NA,161,21.8,2
"20:00:00 13/02/2013",NA,180,22.5,2
"20:00:00 13/02/2014",8.342,2,23.6,2
"20:00:00 13/03/2006",6.651,2,21.2,2
"20:00:00 13/03/2007",5.968,2,20.5,2
"20:00:00 13/03/2008",5.646,2,21.8,2
"20:00:00 13/03/2009",7.953,2,21.7,2
"20:00:00 13/03/2010",5.069,2,21.2,2
"20:00:00 13/03/2011",5.655,100,22.1,2
"20:00:00 13/03/2012",8.023,2,19.4,2
"20:00:00 13/04/2006",8.105,2,15.4,2
"20:00:00 13/04/2007",5.977,2,16.8,2
"20:00:00 13/04/2008",7.489,2,17.6,2
"20:00:00 13/04/2009",6.906,2,18.1,2
"20:00:00 13/04/2010",7.286,2,16.7,2
"20:00:00 13/04/2011",8.741,2,16.8,2
"20:00:00 13/04/2013",8.096,100,18.2,2
"20:00:00 13/05/2006",9.572,2,13,2
"20:00:00 13/05/2007",7.303,2,14.3,2
"20:00:00 13/05/2008",6.321,2,15.1,2
"20:00:00 13/05/2009",7.749,2,12.9,2
"20:00:00 13/05/2010",9.158,2,13.6,2
"20:00:00 13/05/2011",9.077,2,13.6,2
"20:00:00 13/05/2012",7.68,2,13,2
"20:00:00 13/05/2013",10.184,15,12.6,2
"20:00:00 13/06/2006",10.348,2,9,2
"20:00:00 13/06/2007",9.024,2,8.9,2
"20:00:00 13/06/2009",9.513,2,9.8,2
"20:00:00 13/06/2010",9.512,2,10.8,2
"20:00:00 13/06/2011",10.491,2,10.7,2
"20:00:00 13/06/2012",9.894,15,9.8,2
"20:00:00 13/06/2013",9.795,15,10.2,2
"20:00:00 13/07/2006",10,2,NA,NA
"20:00:00 13/07/2007",NA,NA,8.6,2
"20:00:00 13/07/2008",10.019,2,8.2,2
"20:00:00 13/07/2009",10.512,2,10.4,2
"20:00:00 13/07/2010",10.622,15,9.4,2
"20:00:00 13/07/2011",10.862,2,9.1,2
"20:00:00 13/07/2012",11.556,15,9.1,2
"20:00:00 13/07/2013",9.598,15,8.1,2
"20:00:00 13/08/2006",8.179,2,11.3,2
"20:00:00 13/08/2007",11.583,2,NA,NA
"20:00:00 13/08/2008",11.085,2,10.6,2
"20:00:00 13/08/2009",10.002,2,11.9,2
"20:00:00 13/08/2010",10.96,15,10.4,2
"20:00:00 13/08/2011",10.756,2,9.7,2
"20:00:00 13/08/2013",10.81,2,10.1,2
"20:00:00 13/09/2006",10.007,2,NA,NA
"20:00:00 13/09/2007",8.478,2,13.9,2
"20:00:00 13/09/2008",6.863,2,15.9,2
"20:00:00 13/09/2009",8.563,2,14.5,2
"20:00:00 13/09/2010",9.633,15,11.3,2
"20:00:00 13/09/2011",9.31,2,13,2
"20:00:00 13/09/2013",8.98,2,13.5,2
"20:00:00 13/10/2006",8.023,2,18.8,2
"20:00:00 13/10/2007",8.212,2,15.6,2
"20:00:00 13/10/2008",5.023,2,17.7,2
"20:00:00 13/10/2009",8.305,2,13.6,2
"20:00:00 13/10/2010",7.346,2,17.4,2
"20:00:00 13/10/2011",9.447,2,16,2
"20:00:00 13/10/2012",10.409,2,14.4,2
"20:00:00 13/10/2013",8.675,2,15.9,2
"20:00:00 13/11/2005",7.788,100,NA,170
"20:00:00 13/11/2006",6.816,2,19,2
"20:00:00 13/11/2007",9.53,2,18.8,2
"20:00:00 13/11/2008",4.71,2,21.8,2
"20:00:00 13/11/2009",6.102,2,22.5,2
"20:00:00 13/11/2011",6.06,15,20.6,2
"20:00:00 13/11/2012",8.7,2,19.7,2
"20:00:00 13/11/2013",9.763,2,16.1,2
"20:00:00 13/12/2005",NA,NA,NA,170
"20:00:00 13/12/2006",6.088,2,20.4,2
"20:00:00 13/12/2008",5.581,2,20.5,2
"20:00:00 13/12/2009",7.175,2,21.6,2
"20:00:00 13/12/2010",6.651,2,21.6,2
"20:00:00 13/12/2011",8.648,50,20.7,2
"20:00:00 13/12/2013",9.066,2,21.4,2
"20:00:00 14/01/2007",NA,NA,22.5,2
"20:00:00 14/01/2010",6.697,2,23.4,2
"20:00:00 14/01/2011",7.976,100,23.3,2
"20:00:00 14/01/2012",NA,161,21,2
"20:00:00 14/01/2013",NA,180,22.4,2
"20:00:00 14/01/2014",8.476,15,26.5,2
"20:00:00 14/02/2006",NA,NA,NA,170
"20:00:00 14/02/2007",5.726,2,23.7,2
"20:00:00 14/02/2008",3.815,2,21.8,2
"20:00:00 14/02/2010",4.369,2,24,2
"20:00:00 14/02/2011",3.074,100,23.3,2
"20:00:00 14/02/2012",NA,NA,22.6,2
"20:00:00 14/02/2013",NA,180,21.9,2
"20:00:00 14/02/2014",7.793,2,23.3,2
"20:00:00 14/03/2006",7.249,2,20.3,2
"20:00:00 14/03/2007",5.884,2,20.4,2
"20:00:00 14/03/2008",5.425,2,22.9,2
"20:00:00 14/03/2009",7.579,2,20.4,2
"20:00:00 14/03/2010",4.893,2,21.3,2
"20:00:00 14/03/2011",6.252,100,21.5,2
"20:00:00 14/03/2012",8.021,2,19.6,2
"20:00:00 14/03/2013",8.429,100,22,2
"20:00:00 14/04/2006",8.37,2,15.2,2
"20:00:00 14/04/2007",5.612,2,NA,NA
"20:00:00 14/04/2008",7.516,2,17.1,2
"20:00:00 14/04/2009",6.664,2,18.3,2
"20:00:00 14/04/2010",7.305,2,16.5,2
"20:00:00 14/04/2011",8.567,2,17.6,2
"20:00:00 14/04/2013",7.695,100,18.6,2
"20:00:00 14/05/2006",9.415,2,13.2,2
"20:00:00 14/05/2007",7.162,2,NA,NA
"20:00:00 14/05/2008",NA,NA,14.8,2
"20:00:00 14/05/2009",7.525,2,13,2
"20:00:00 14/05/2010",9.395,2,13.1,2
"20:00:00 14/05/2011",9.149,2,13.1,2
"20:00:00 14/05/2012",7.647,2,12.8,2
"20:00:00 14/05/2013",10.347,15,12.3,2
"20:00:00 14/06/2006",10.758,2,8.9,2
"20:00:00 14/06/2007",NA,NA,8.5,2
"20:00:00 14/06/2008",NA,NA,12,2
"20:00:00 14/06/2009",9.489,2,9.7,2
"20:00:00 14/06/2010",9.377,2,10.5,2
"20:00:00 14/06/2011",10.318,2,11.1,2
"20:00:00 14/06/2012",10.03,15,9.8,2
"20:00:00 14/06/2013",8.903,15,10.8,2
"20:00:00 14/07/2006",10.3,2,8.9,2
"20:00:00 14/07/2007",NA,NA,8.4,2
"20:00:00 14/07/2008",NA,NA,8.8,2
